customer_id,region,product_category,subscription_tier,support_contact_method,churned
C0391,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0392,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0393,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0394,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0395,Lagoon_Blue_BG,Water_Sports,Elite,Phone,0
C0396,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0397,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0398,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0399,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0400,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0401,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0402,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0403,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0404,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0405,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0406,Seashore_Resort_BH,Hospitality_Premium,Platinum,Chat,0
C0407,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0408,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0409,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0410,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0411,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0412,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0413,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0414,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0415,Harbor_Port_BI,Shipping_Logistics,Professional,Phone,0
C0416,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0417,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0418,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0419,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0420,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0421,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0422,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0423,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0424,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0425,Dockyard_Industrial_BJ,Marine_Services,Advanced,Email,0
C0426,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0427,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0428,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0429,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0430,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0431,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0432,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0433,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0434,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0435,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0436,Wharf_Commercial_BK,Trade_Wholesale,Standard,Phone,0
C0437,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0438,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0439,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0440,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0441,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0442,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0443,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0444,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0445,Marina_Yacht_BL,Luxury_Boating,Elite,Video,0
C0446,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0447,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0448,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0449,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0450,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0451,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0452,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0453,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0454,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0455,Pier_Fishing_BM,Angling_Equipment,Silver,Phone,0
C0456,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0457,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0458,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0459,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0460,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0461,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0462,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0463,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0464,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0465,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0466,Boardwalk_Entertainment_BN,Amusement_Services,Gold,Chat,0
C0467,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0468,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0469,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0470,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0471,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0472,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0473,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0474,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0475,Lighthouse_Historic_BO,Heritage_Tourism,Bronze,Email,0
C0476,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0477,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0478,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0479,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0480,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0481,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0482,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0483,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0484,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0485,Sandbar_Wildlife_BP,Nature_Preserve,Professional,Video,0
C0486,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0487,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0488,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0489,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0490,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0491,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0492,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0493,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0494,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0495,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0496,Cliff_Overlook_BQ,Scenic_Tours,Premium,Phone,0
C0497,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0498,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0499,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0500,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0501,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0502,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0503,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0504,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0505,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0506,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0507,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0508,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0509,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0510,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0511,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0512,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0513,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0514,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0515,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0516,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0517,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0518,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0519,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0520,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0521,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0522,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0523,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0524,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0525,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0526,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0527,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0528,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0529,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0530,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0531,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0532,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0533,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0534,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0535,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0536,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0537,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0538,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0539,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0540,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0541,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0542,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0543,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0544,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0545,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0546,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0547,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0548,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0549,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0550,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0551,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0552,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0553,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0554,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0555,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0556,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0557,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0558,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0559,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0560,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0561,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0562,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0563,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0564,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0565,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0566,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0567,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0568,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0569,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0570,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0571,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0572,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0573,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0574,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0575,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0576,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0577,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0578,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0579,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0580,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0581,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0582,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0583,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0584,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0585,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0586,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0587,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0588,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0589,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0590,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0591,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0592,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0593,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0594,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0595,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0596,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0597,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0598,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0599,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0600,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0601,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0602,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0603,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0604,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0605,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0606,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0607,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0608,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0609,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0610,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0611,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0612,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0613,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0614,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0615,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0616,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0617,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0618,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0619,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0620,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0621,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0622,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0623,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0624,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0625,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0626,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0627,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0628,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0629,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0630,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0631,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0632,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0633,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0634,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0635,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0636,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0637,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0638,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0639,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0640,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0641,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0642,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0643,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0644,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0645,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0646,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0647,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0648,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0649,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0650,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0651,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0652,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0653,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0654,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0655,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0656,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0657,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0658,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0659,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0660,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0661,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0662,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0663,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0664,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0665,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0666,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0667,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0668,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0669,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0670,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0671,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0672,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0673,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0674,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0675,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0676,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0677,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0678,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0679,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0680,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0681,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0682,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0683,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0684,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0685,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0686,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0687,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0688,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0689,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0690,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0691,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0692,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0693,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0694,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0695,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0696,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0697,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0698,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0699,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0700,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0701,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0702,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
C0703,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0704,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0705,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0706,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0707,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0708,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0709,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0710,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0711,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0712,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0713,West_Coast_Metro_E,Tech_Advanced,Platinum,MobileApp,0
C0714,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,0
C0715,Midwest_Rural_C,Auto_Parts_Standard,Standard,SMS,0
C0716,Northeast_Metro_A,Electronics_Premium,Premium,Email,0
C0717,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,1
C0718,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,0
C0719,Southwest_Urban_B,HomeGoods_Standard,Basic,Phone,1
C0720,West_Coast_Metro_E,Tech_Advanced,Platinum,Chat,0
C0721,Northeast_Metro_A,Fashion_Luxury,Enterprise,Chat,1
C0722,Midwest_Rural_C,Sports_Basic,Standard,SMS,0
C0723,Pacific_Urban_G,HomeDecor_Classic,Starter,WhatsApp,1
C0724,Southeast_Suburban_D,Beauty_Deluxe,Gold,Video,1
C0725,Southwest_Urban_B,Kitchen_Essentials,Basic,Phone,1
C0726,Atlantic_Metro_I,Fashion_Luxury,Enterprise,Video,0
C0727,Northeast_Metro_A,Electronics_Premium,Premium,Email,1
C0728,West_Coast_Metro_E,Tech_Advanced,Platinum,Email,0
C0729,Midwest_Rural_C,Farm_Equipment,Advanced,SMS,0
