product_id,product_name,category,price,stock_quantity,last_updated
494,Trash Bags,Office Supplies,12.99,285,2023-02-09
495,Compost Bags,Office Supplies,10.99,315,2024-06-12
496,Vacuum Bags,Office Supplies,15.99,240,2023-10-25
497,Food Storage Bags,Office Supplies,9.99,350,2024-03-17
498,Freezer Bags,Office Supplies,11.50,305,2023-07-10
499,Sandwich Bags,Office Supplies,7.99,400,2024-11-22
500,Snack Bags,Office Supplies,6.99,425,2023-04-04
501,Paper Bags,Office Supplies,8.50,385,2024-08-07
502,Gift Bags,Office Supplies,10.99,315,2023-01-17
503,Party Bags,Office Supplies,9.50,360,2024-05-01
504,Favor Bags,Office Supplies,7.50,410,2023-09-13
505,Cellophane Bags,Office Supplies,8.99,375,2024-02-24
506,Poly Bags,Office Supplies,6.50,440,2023-06-08
507,Bubble Mailers,Office Supplies,14.99,250,2024-10-20
508,Padded Envelopes,Office Supplies,12.99,280,2023-03-03
509,Manila Envelopes,Office Supplies,9.99,350,2024-07-15
510,Clasp Envelopes,Office Supplies,11.50,305,2023-11-27
511,Window Envelopes,Office Supplies,10.50,325,2024-04-09
512,Security Envelopes,Office Supplies,12.50,290,2023-08-22
513,Invitation Envelopes,Office Supplies,13.99,270,2024-01-04
514,Greeting Card Envelopes,Office Supplies,9.99,345,2023-05-18
515,Photo Envelopes,Office Supplies,11.99,300,2024-09-30
516,CD Envelopes,Office Supplies,8.99,370,2023-02-10
517,Coin Envelopes,Office Supplies,7.99,395,2024-06-23
518,Catalog Envelopes,Office Supplies,14.50,255,2023-10-06
519,Booklet Envelopes,Office Supplies,13.50,275,2024-03-29
520,Open End Envelopes,Office Supplies,10.99,315,2023-07-12
521,Open Side Envelopes,Office Supplies,11.99,295,2024-11-14
522,Square Envelopes,Office Supplies,12.99,285,2023-04-27
523,A4 Envelopes,Office Supplies,13.99,270,2024-08-09
524,Legal Envelopes,Office Supplies,12.50,290,2023-01-09
525,Letter Envelopes,Office Supplies,9.50,360,2024-05-23
526,Business Envelopes,Office Supplies,10.99,320,2023-09-05
527,Return Envelopes,Office Supplies,8.99,375,2024-02-16
528,Self Seal Envelopes,Office Supplies,11.50,305,2023-06-30
529,Moisture Seal Envelopes,Office Supplies,10.50,325,2024-10-22
530,Gummed Envelopes,Office Supplies,9.99,345,2023-03-15
531,Peel Seal Envelopes,Office Supplies,12.99,285,2024-07-28
532,String Tie Envelopes,Office Supplies,11.99,295,2023-12-10
533,Button String Envelopes,Office Supplies,13.50,275,2024-04-01
534,Poly String Envelopes,Office Supplies,10.99,315,2023-08-14
535,Expandable Envelopes,Office Supplies,15.99,240,2024-01-26
536,Accordion Envelopes,Office Supplies,17.99,225,2023-05-10
537,File Jackets,Office Supplies,14.50,255,2024-09-02
538,Document Wallets,Office Supplies,16.99,230,2023-02-22
539,Zip Wallets,Office Supplies,12.99,280,2024-06-15
540,Mesh Wallets,Office Supplies,11.99,295,2023-10-28
541,Poly Wallets,Office Supplies,10.99,315,2024-03-11
542,Project Folders,Office Supplies,13.99,270,2023-07-24
543,Classification Folders,Office Supplies,18.99,210,2024-11-06
544,Fastener Folders,Office Supplies,15.50,245,2023-04-18
545,Two Pocket Folders,Office Supplies,9.99,350,2024-08-31
546,Three Pocket Folders,Office Supplies,11.99,295,2023-01-31
547,Prong Folders,Office Supplies,12.99,285,2024-05-15
548,Report Covers,Office Supplies,10.99,315,2023-09-27
549,Presentation Binders,Office Supplies,16.99,230,2024-02-08
550,View Binders,Office Supplies,14.99,250,2023-06-22
551,D Ring Binders,Office Supplies,18.99,215,2024-10-14
552,O Ring Binders,Office Supplies,15.99,240,2023-03-07
553,Slant Ring Binders,Office Supplies,17.50,220,2024-07-01
554,Locking Binders,Office Supplies,24.99,180,2023-11-19
555,Zipper Binders,Office Supplies,22.99,190,2024-04-13
556,Portfolio Binders,Office Supplies,29.99,160,2023-08-26
557,Padfolio,Office Supplies,34.99,145,2024-12-29
558,Legal Padfolio,Office Supplies,39.99,135,2023-05-09
559,Letter Padfolio,Office Supplies,32.99,150,2024-09-21
560,Conference Padfolio,Office Supplies,44.99,125,2023-02-21
561,Junior Padfolio,Office Supplies,27.99,170,2024-06-04
562,Executive Padfolio,Office Supplies,54.99,115,2023-10-17
563,Resume Folder,Office Supplies,19.99,205,2024-03-30
564,Interview Folder,Office Supplies,22.99,190,2023-07-13
565,Business Card Binder,Office Supplies,24.99,180,2024-11-25
566,Photo Album,Office Supplies,29.99,160,2023-04-08
567,Scrapbook Album,Office Supplies,34.99,145,2024-08-20
568,Memory Book,Office Supplies,27.99,170,2023-01-20
569,Guest Book,Office Supplies,32.99,150,2024-05-04
570,Journal,Office Supplies,19.99,205,2023-09-16
571,Notebook,Office Supplies,12.99,280,2024-02-28
572,Spiral Notebook,Office Supplies,8.99,370,2023-06-11
573,Composition Notebook,Office Supplies,7.99,395,2024-10-26
574,Marble Notebook,Office Supplies,9.50,360,2023-03-24
575,College Ruled Notebook,Office Supplies,6.99,425,2024-07-19
576,Wide Ruled Notebook,Office Supplies,6.99,430,2023-12-01
577,Graph Paper Notebook,Office Supplies,8.99,375,2024-04-24
578,Dot Grid Notebook,Office Supplies,10.99,315,2023-08-07
579,Blank Notebook,Office Supplies,9.99,345,2024-01-19
580,Sketch Notebook,Office Supplies,14.99,250,2023-05-03
581,Drawing Pad,Office Supplies,16.99,230,2024-09-25
582,Art Pad,Office Supplies,18.99,215,2023-02-15
583,Watercolor Pad,Office Supplies,22.99,190,2024-06-08
584,Acrylic Pad,Office Supplies,19.99,205,2023-10-21
585,Mixed Media Pad,Office Supplies,24.99,180,2024-03-04
586,Bristol Pad,Office Supplies,21.99,195,2023-07-17
587,Canvas Pad,Office Supplies,27.99,170,2024-11-29
588,Tracing Paper,Office Supplies,12.99,280,2023-04-30
589,Vellum Paper,Office Supplies,15.99,240,2024-08-12
590,Parchment Paper,Office Supplies,13.99,270,2023-01-12
591,Transfer Paper,Office Supplies,16.99,230,2024-05-25
592,Carbon Paper,Office Supplies,10.99,315,2023-09-07
593,Copy Paper,Office Supplies,24.99,180,2024-02-19
594,Resume Paper,Office Supplies,14.99,250,2023-06-03
595,Cardstock,Office Supplies,18.99,210,2024-10-05
596,Construction Paper,Office Supplies,11.99,295,2023-03-18
597,Tissue Paper,Office Supplies,9.99,350,2024-07-22
598,Crepe Paper,Office Supplies,8.99,370,2023-12-04
599,Wrapping Paper,Office Supplies,12.99,285,2024-04-16
600,Gift Wrap,Office Supplies,14.99,255,2023-08-29
601,Kraft Paper,Office Supplies,10.99,315,2024-01-11
602,Butcher Paper,Office Supplies,13.99,270,2023-05-24
603,Poster Board,Office Supplies,7.99,400,2024-09-15
604,Foam Board,Office Supplies,9.99,345,2023-02-06
605,Cork Board,Office Supplies,19.99,205,2024-06-29
606,Magnetic Board,Office Supplies,29.99,160,2023-11-11
607,Dry Erase Board,Office Supplies,34.99,145,2024-03-25
608,Glass Board,Office Supplies,79.99,90,2023-07-08
609,Combination Board,Office Supplies,44.99,125,2024-12-01
610,Mobile Board,Office Supplies,149.99,70,2023-04-21
611,Folding Board,Office Supplies,59.99,110,2024-08-04
612,Tabletop Board,Office Supplies,24.99,180,2023-01-03
613,Wall Mounted Board,Office Supplies,39.99,135,2024-05-17
614,Hanging Board,Office Supplies,34.99,145,2023-09-29
615,Standing Board,Office Supplies,89.99,85,2024-02-10
616,Portable Board,Office Supplies,69.99,100,2023-06-25
617,Conference Board,Office Supplies,199.99,60,2024-11-07
618,Classroom Board,Office Supplies,149.99,70,2023-03-10
619,Office Board,Office Supplies,99.99,80,2024-07-23
620,Home Board,Office Supplies,54.99,115,2023-12-26
621,Kids Board,Office Supplies,29.99,160,2024-04-07
622,Mini Board,Office Supplies,14.99,250,2023-08-20
623,Large Board,Office Supplies,119.99,75,2024-01-02
624,Extra Large Board,Office Supplies,179.99,65,2023-05-16
625,Board Eraser,Office Supplies,5.99,460,2024-09-28
626,Magnetic Eraser,Office Supplies,8.99,370,2023-02-27
627,Board Cleaner,Office Supplies,9.99,350,2024-06-10
628,Cleaning Spray,Office Supplies,7.99,395,2023-10-23
629,Microfiber Cloth Set,Office Supplies,11.99,295,2024-03-16
630,Dry Erase Markers,Office Supplies,12.99,280,2023-07-29
631,Whiteboard Markers,Office Supplies,11.50,305,2024-12-12
632,Permanent Markers,Office Supplies,9.99,345,2023-04-12
633,Chisel Tip Markers,Office Supplies,10.99,315,2024-08-25
634,Fine Tip Markers,Office Supplies,9.50,360,2023-01-25
635,Bullet Tip Markers,Office Supplies,10.50,325,2024-05-08
636,Brush Tip Markers,Office Supplies,14.99,250,2023-09-20
637,Paint Markers,Office Supplies,16.99,230,2024-02-01
638,Gel Markers,Office Supplies,13.99,270,2023-06-14
639,Glitter Markers,Office Supplies,15.99,240,2024-10-27
640,Metallic Markers,Office Supplies,14.50,255,2023-03-29
641,Neon Markers,Office Supplies,12.99,285,2024-07-12
642,Pastel Markers,Office Supplies,13.50,275,2023-11-24
643,Primary Colors Markers,Office Supplies,11.99,295,2024-04-06
644,Rainbow Markers,Office Supplies,15.99,240,2023-08-19
645,Washable Markers,Office Supplies,10.99,315,2024-01-31
646,Colored Pencils,Office Supplies,14.99,250,2023-05-15
647,Watercolor Pencils,Office Supplies,19.99,205,2024-09-07
648,Oil Pastels,Office Supplies,16.99,230,2023-02-27
649,Soft Pastels,Office Supplies,22.99,190,2024-06-20
650,Chalk Pastels,Office Supplies,18.99,215,2023-10-03
651,Crayons,Office Supplies,8.99,370,2024-03-26
652,Twistable Crayons,Office Supplies,10.99,315,2023-07-09
653,Triangular Crayons,Office Supplies,9.99,345,2024-11-20
654,Jumbo Crayons,Office Supplies,11.99,295,2023-04-02
655,Mini Crayons,Office Supplies,7.99,400,2024-08-15
656,Crayon Set,Office Supplies,12.99,280,2023-01-15
657,Art Supplies Set,Office Supplies,34.99,145,2024-05-29
658,Craft Supplies,Office Supplies,29.99,160,2023-09-11
659,School Supplies Kit,Office Supplies,24.99,180,2024-02-22
660,Office Starter Kit,Office Supplies,39.99,135,2023-06-06
661,Teacher Supplies,Office Supplies,44.99,125,2024-10-18
662,Student Supplies,Office Supplies,32.99,150,2023-03-21
663,Art Class Set,Office Supplies,54.99,115,2024-07-03
664,Kindergarten Pack,Office Supplies,27.99,170,2023-11-15
665,Elementary Pack,Office Supplies,31.99,155,2024-04-28
666,Middle School Pack,Office Supplies,36.99,140,2023-08-11
667,High School Pack,Office Supplies,41.99,130,2024-12-24
668,College Pack,Office Supplies,46.99,120,2023-05-26
669,Back to School Bundle,Office Supplies,49.99,115,2024-09-17
670,Homework Helper Kit,Office Supplies,29.99,160,2023-02-08
671,Study Supplies,Office Supplies,34.99,145,2024-06-01
672,Exam Kit,Office Supplies,24.99,180,2023-10-14
673,Project Supplies,Office Supplies,39.99,135,2024-03-08
674,Science Kit,Office Supplies,59.99,110,2023-07-21
675,Math Kit,Office Supplies,44.99,125,2024-11-03
676,Reading Kit,Office Supplies,34.99,145,2023-04-15
677,Writing Kit,Office Supplies,29.99,160,2024-08-28
678,Language Arts Kit,Office Supplies,39.99,135,2023-01-07
679,Geography Kit,Office Supplies,49.99,120,2024-05-20
680,History Kit,Office Supplies,44.99,125,2023-09-02
681,Social Studies Kit,Office Supplies,39.99,135,2024-02-14
682,STEM Kit,Office Supplies,69.99,100,2023-06-28
683,STEAM Kit,Office Supplies,74.99,95,2024-11-10
684,Robotics Kit,Electronics,199.99,60,2023-03-23
685,Coding Kit,Electronics,149.99,70,2024-07-06
686,Electronics Kit,Electronics,129.99,75,2023-12-18
687,Circuit Kit,Electronics,89.99,85,2024-04-21
688,Arduino Kit,Electronics,79.99,90,2023-08-04
689,Raspberry Pi Kit,Electronics,99.99,80,2024-01-16
690,Microcontroller Kit,Electronics,69.99,100,2023-05-30
691,Sensor Kit,Electronics,54.99,115,2024-10-12
692,LED Kit,Electronics,44.99,125,2023-02-12
693,Motor Kit,Electronics,59.99,110,2024-06-25
694,Servo Kit,Electronics,49.99,120,2023-11-07
695,Breadboard Kit,Electronics,34.99,145,2024-03-20
696,Jumper Wire Kit,Electronics,24.99,180,2023-07-03
697,Resistor Kit,Electronics,19.99,205,2024-12-06
698,Capacitor Kit,Electronics,22.99,190,2023-04-26
699,Transistor Kit,Electronics,27.99,170,2024-08-08
700,Diode Kit,Electronics,21.99,195,2023-01-18
701,IC Kit,Electronics,39.99,135,2024-05-02
702,Component Kit,Electronics,49.99,120,2023-09-24
703,Tool Kit,Office Supplies,64.99,105,2024-02-05
704,Precision Tool Set,Office Supplies,89.99,85,2023-06-19
705,Screwdriver Set,Office Supplies,29.99,160,2024-10-01
706,Hex Key Set,Office Supplies,19.99,205,2023-03-14
